Member ID,Member Gender,Member Age,Member Duration(Month),Averaged Spending Per Transaction,Maximun Spending Per Transaction,Minimun Spending Per Transaction,Averaged Number of Transaction,Averaged Purchasing Discount Rate,Averaged Price in Favorite Shop,Averaged Tax Rate in Favorite Shop,Number of Goods in Favorite Shop,Number of Favorite in  Favorite Shop
6e05a331,0,49,86,1070,1370,770,0.083333333,0,1086.551724,0.120247568,58,3205
50eb1529,0,51,97,1106.333333,2540,170,0.125,0,1086.551724,0.120247568,58,3205
ecd7d583,0,44,81,2409.1,4498.2,320,0.083333333,0.05,829.75,0.113333345,40,3000
cd1eff7d,0,37,27,1130,1760,700,0.125,0,1242.692308,0.114350441,26,4334
591bb348,0,34,72,1468.547368,3600,290,0.791666667,0.014335309,656.5,0.113333342,20,1047
bdb7fe53,0,50,84,1800,2970,1041,0.166666667,0,1242.692308,0.114350441,26,4334
dab38d5a,0,33,23,2010.25,6913,230,0.173913043,0.058685446,819.9300699,0.113902349,143,3158
1ec1cc84,0,43,110,4210,6430,1990,0.083333333,0,796.3636364,0.113332975,55,2347
0bb2e701,0,52,11,1666.290625,4077,176.4,2.909090909,0.09057554,364.0625,0.113333283,16,690
e69c4544,0,45,160,3403,8010,40,0.125,0.189236111,1242.692308,0.114350441,26,4334
683ac9ac,0,45,80,1677.5,2485,870,0.083333333,0.121654501,1340,0.10897436,33,2862
3daaa7af,0,46,118,2284.666667,3668,290,0.125,0.021746403,1002.307692,0.108974355,13,767
6880381d,0,49,93,3371.7,7069.5,120,0.208333333,0.156283069,1242.692308,0.114350441,26,4334
e610ee96,0,40,77,1364.142857,2430,320,0.291666667,0.034013496,1242.692308,0.114350441,26,4334
5948292f,0,37,48,440.2,880,188,0.208333333,0.018867925,733.15625,0.119145296,64,407
02190b39,0,48,45,470,770,320,0.125,0.071428571,819.9300699,0.113902349,143,3158
8458c194,1,52,79,280,280,280,0.041666667,0,1086.551724,0.120247568,58,3205
2b52e30b,0,39,55,525,580,470,0.083333333,0,1086.551724,0.120247568,58,3205
1204355a,1,35,109,2212,4990,140,0.208333333,0.001736111,640.0943396,0.116403826,53,1712
4c4edb63,0,36,79,1069,1480,630,0.166666667,0,656.5,0.113333342,20,1047
c6de7ca9,0,45,9,1168.666667,1718,428,0.333333333,0,829.75,0.113333345,40,3000
9f7a6588,0,36,21,2081.55,8320.2,4,1.142857143,0.103071276,1280.356164,0.114447958,73,562
cb3949f4,1,35,33,1860,1860,1860,0.041666667,0,1002.307692,0.108974355,13,767
5a8abfc6,0,44,104,1664,3320,520,0.208333333,0,819.9300699,0.113902349,143,3158
df769ed3,0,47,49,5302.146563,14168,160,1.333333333,0.075262524,1242.692308,0.114350441,26,4334
e4cfe32a,0,40,41,3100.666667,4235,1165,0.125,0,1242.692308,0.114350441,26,4334
71592ad2,0,40,31,1895,1895,1895,0.041666667,0,608.1463415,0.113333295,41,1528
c096b84e,0,40,153,3124,4565,1683,0.083333333,0,640.0943396,0.116403826,53,1712
10039ca3,0,54,10,1623.333333,2540,350,0.3,0,1002.307692,0.108974355,13,767
f4737d44,1,39,78,2299.7,4025,216,0.416666667,0.07121707,1340,0.10897436,33,2862
9428c950,0,32,6,1003.55,2304,50,1.333333333,0.168126866,1340,0.10897436,33,2862
9ab3e8df,0,35,62,326.6,560,170,0.208333333,0.038095238,341.6,0.114350483,25,1746
24f84d5d,0,28,92,1331.25,2889,698,0.166666667,0.02,1340,0.10897436,33,2862
9fad0f3f,0,52,65,830,830,830,0.041666667,0,1086.551724,0.120247568,58,3205
6c278c38,0,39,64,550,550,550,0.041666667,0,656.5,0.113333342,20,1047
e03da3a5,0,47,90,1273.6,3280,360,0.208333333,0.016666667,1242.692308,0.114350441,26,4334
8c061cf4,0,34,70,3757,14842,125,0.25,0,829.75,0.113333345,40,3000
49362075,0,28,30,1407.857143,4734,57,0.291666667,0.121321722,341.6,0.114350483,25,1746
b049f5fa,0,40,49,1400,1400,1400,0.041666667,0,589.8823529,0.116239291,17,603
68bbcd7d,0,30,34,310,310,310,0.041666667,0,796.3636364,0.113332975,55,2347
0cc20fd2,0,31,73,976.5,3270,70,0.416666667,0.067316017,640.0943396,0.116403826,53,1712
41049069,0,46,82,2335.8,8040,389,0.208333333,0.042444822,1086.551724,0.120247568,58,3205
b1e7c8e5,0,53,147,3134,7726,580,0.583333333,0.063155555,796.3636364,0.113332975,55,2347
3d0fbf6e,1,29,74,952.3333333,2898,36,0.375,0.118832563,640.0943396,0.116403826,53,1712
d20f2ee8,1,35,56,1089.285714,3250,380,0.291666667,0,1242.692308,0.114350441,26,4334
a1d0d2b7,0,41,57,2127.5,5920,474,0.5,0.024666667,589.8823529,0.116239291,17,603
f7f75b07,0,26,16,276.6666667,530,95,0.1875,0.128205128,1086.551724,0.120247568,58,3205
5d4b180f,0,56,107,564.5,830,299,0.083333333,0,233.5111111,0.108005725,45,298
aea1a1c6,0,51,108,1995.666667,3520,830,0.25,0,1086.551724,0.120247568,58,3205
382519ca,0,33,82,1498.333333,2280,930,0.125,0.037558685,819.9300699,0.113902349,143,3158
4c63f01f,0,60,85,1590.866667,4384,403.2,0.875,0.058601891,608.1463415,0.113333295,41,1528
d1947143,0,50,13,3811.54,10462.5,228,0.384615385,0.054833333,819.9300699,0.113902349,143,3158
26c6b2d1,0,46,82,1860,1860,1860,0.041666667,0,1002.307692,0.108974355,13,767
5a88695b,0,42,81,1160,1600,720,0.083333333,0,1340,0.10897436,33,2862
18b2b416,0,36,107,1826.666667,3350,1050,0.125,0,1086.551724,0.120247568,58,3205
2c4163ef,0,36,105,264.5,320,209,0.083333333,0,819.9300699,0.113902349,143,3158
726de980,0,43,35,5215.7425,10348.8,1105.44,0.333333333,0.098321109,796.3636364,0.113332975,55,2347
84bd210e,0,52,36,1555,2030,1080,0.083333333,0,1242.692308,0.114350441,26,4334
2e84010f,0,38,79,7512.5,20000,1520,0.166666667,0,1340,0.10897436,33,2862
d28c5c43,0,28,36,1710,1710,1710,0.041666667,0,829.75,0.113333345,40,3000
30fc7e36,0,49,1,1688,2952,496,8,0.011708231,1340,0.10897436,33,2862
206ee746,0,37,105,490,490,490,0.041666667,0,233.5111111,0.108005725,45,298
30670711,0,47,21,2232.5,3375,1090,0.095238095,0.091111111,1242.692308,0.114350441,26,4334
1dd9e996,0,31,24,1356.113043,4560,88,0.958333333,0.021331079,589.8823529,0.116239291,17,603
3b3f77c5,0,36,35,3407.2,5733,940.8,0.166666667,0.021441923,656.5,0.113333342,20,1047
e9ae430a,0,41,66,1181.847368,5200,70,0.791666667,0.07387872,656.5,0.113333342,20,1047
a7ced122,0,36,86,610,620,600,0.083333333,0,1340,0.10897436,33,2862
ffa08c74,0,34,68,1973.533333,3230,360,0.25,0.073049041,1002.307692,0.108974355,13,767
4fd28a87,0,52,110,5103.428571,16794,359,0.291666667,0,1086.551724,0.120247568,58,3205
179c610b,0,56,85,646.8461538,2500,55,0.541666667,0.028137327,1242.692308,0.114350441,26,4334
3ac5441b,0,35,82,2085,3705,980,0.125,0,1242.692308,0.114350441,26,4334
d37d8836,0,35,39,1540.833333,7530,290,0.5,0,1086.551724,0.120247568,58,3205
b4d1a110,0,47,108,3647.9375,17010,260,0.666666667,0.006016687,1086.551724,0.120247568,58,3205
62a97e04,0,24,36,1196.625,2596.5,310,0.166666667,0.068085339,1242.692308,0.114350441,26,4334
fd3d3afb,0,50,155,1960.875,7342,635,0.5,0.010490512,1242.692308,0.114350441,26,4334
844d3946,1,41,69,537.5,755,320,0.083333333,0,1340,0.10897436,33,2862
4505acdd,1,41,50,1081.971429,2710,117,0.291666667,0.014285714,1242.692308,0.114350441,26,4334
6570216b,0,43,35,3024.444444,6354,930,0.375,0.039071859,1086.551724,0.120247568,58,3205
43422708,0,37,53,320,320,320,0.041666667,0,1242.692308,0.114350441,26,4334
1c7eecb8,0,43,15,1923.134545,6838,288,0.733333333,0.05468254,640.0943396,0.116403826,53,1712
41951b4c,0,41,62,3546.138462,5830,1710,0.541666667,0.047700698,1086.551724,0.120247568,58,3205
e9d3c96e,1,26,54,1910.285714,5420,1060,0.291666667,0.05728988,1340,0.10897436,33,2862
4ca32cb3,0,33,129,904.5,1499,310,0.083333333,0.125062531,796.3636364,0.113332975,55,2347
38100f23,0,43,101,4958.8,4958.8,4958.8,0.041666667,0.190138889,2584.186047,0.113333335,43,147
367dbdf9,0,44,95,1040.2,3596,96,0.208333333,0,608.1463415,0.113333295,41,1528
8b140fc8,0,48,77,1000,1980,320,0.125,0,2584.186047,0.113333335,43,147
d8030a91,0,45,69,3654.25,13120,299,0.5,0.001866438,656.5,0.113333342,20,1047
584a4d63,0,45,35,2956.666667,4030,2250,0.125,0.07860273,1086.551724,0.120247568,58,3205
89987ed6,1,52,81,2496.714286,13000,310,0.875,0.012500806,1086.551724,0.120247568,58,3205
aa069ef8,1,36,63,1908.576923,5340,30,0.541666667,0.111426512,1340,0.10897436,33,2862
9efc3183,0,36,69,610,660,560,0.083333333,0,796.3636364,0.113332975,55,2347
cd12b957,0,41,48,3908.333333,8712,909,0.625,0.102365446,819.9300699,0.113902349,143,3158
f2f5838a,0,42,74,4375.25,11232,50,0.333333333,0.113786385,1086.551724,0.120247568,58,3205
0c2e60ba,0,50,26,1113.5,1696,531,0.083333333,0.05,1086.551724,0.120247568,58,3205
fad0d577,0,39,85,2525.577619,16722,32,1.75,0.056349491,656.5,0.113333342,20,1047
10c0b278,0,42,79,623,1370,28,0.375,0,796.3636364,0.113332975,55,2347
b8851c7f,0,33,24,589.7333333,1070,161,0.125,0.14921875,589.8823529,0.116239291,17,603
1cf1cfac,0,30,36,537.6,998,255,0.25,0.075314478,1340,0.10897436,33,2862
0345250d,0,37,64,1524.6,3120,150,0.625,0.051351351,640.0943396,0.116403826,53,1712
1413a932,0,51,109,1317.775,3270,279,0.166666667,0.07916864,796.3636364,0.113332975,55,2347
2786fbce,0,45,105,1077,1410,744,0.083333333,0,1086.551724,0.120247568,58,3205
11a349e0,0,37,68,1851,3420,419,0.166666667,0.184761129,1280.356164,0.114447958,73,562
4884cc8f,1,31,78,580,880,280,0.083333333,0,656.5,0.113333342,20,1047
9e89813f,0,43,64,1977.625,6389,380,0.333333333,0.060680602,656.5,0.113333342,20,1047
bc87355b,0,31,63,931.25,2045,240,0.166666667,0.044001749,640.0943396,0.116403826,53,1712
28604f67,0,42,83,990,990,990,0.041666667,0,819.9300699,0.113902349,143,3158
6cae150b,0,33,74,1203.492857,2800,62.7,0.583333333,0.063536625,608.1463415,0.113333295,41,1528
453bf149,0,31,67,1045,1045,1045,0.041666667,0,608.1463415,0.113333295,41,1528
bceeefea,0,36,89,2011.15,3930,83,0.583333333,0.077691559,1086.551724,0.120247568,58,3205
637d4b4d,0,43,63,5162.133333,19410,712,0.5,0.06204505,1086.551724,0.120247568,58,3205
e478ee8b,0,42,111,670,820,520,0.083333333,0.309368265,1280.356164,0.114447958,73,562
c22686ae,0,54,110,1596.16,3213,345.6,0.416666667,0.067119993,1242.692308,0.114350441,26,4334
66261d6a,0,31,44,2146.813043,4434,594.2,0.958333333,0.015130523,1242.692308,0.114350441,26,4334
e4a59f42,0,30,90,290,290,290,0.041666667,0,341.6,0.114350483,25,1746
e41e2db8,0,54,102,2228.946154,7370,69,1.083333333,0.097153139,1242.692308,0.114350441,26,4334
0f54edbb,0,42,75,1093,1989,300,0.125,0.083333333,2953.783784,0.113333334,37,550
8db8eb4b,0,45,107,2170,2170,2170,0.041666667,0,1340,0.10897436,33,2862
25384de5,0,52,61,4132.428571,12406,240,0.291666667,0.078522616,1242.692308,0.114350441,26,4334
2c93254a,0,32,28,925,1105,725,0.166666667,0,364.0625,0.113333283,16,690
c5eff199,0,36,52,638.5,940,449,0.166666667,0,796.3636364,0.113332975,55,2347
c5d112e0,0,46,41,6886,13470,604,0.166666667,0,1086.551724,0.120247568,58,3205
e9464e14,0,33,81,850,850,850,0.041666667,0,589.8823529,0.116239291,17,603
3d2f6a05,0,34,1,2160,3120,1200,2,0,1242.692308,0.114350441,26,4334
31dff265,0,56,69,4073.029,14930,36,0.416666667,0.088870655,1086.551724,0.120247568,58,3205
741a023a,0,23,51,1454.95,2529.9,380,0.083333333,0.05,656.5,0.113333342,20,1047
649925d9,0,28,91,1142.333333,2100,530,0.625,0.018707237,589.8823529,0.116239291,17,603
87eabde0,0,63,106,875,875,875,0.041666667,0,656.5,0.113333342,20,1047
649b387e,0,30,25,600,600,600,0.041666667,0,1280.356164,0.114447958,73,562
221658dd,0,40,22,1573.156667,5666.4,50,1.090909091,0.021077708,608.1463415,0.113333295,41,1528
bac52548,0,44,82,1267.5,2210,325,0.083333333,0,1086.551724,0.120247568,58,3205
5c10f2b8,0,30,103,603.6666667,958,85,0.125,0,341.6,0.114350483,25,1746
8ac189e5,0,31,51,826.5,2488,110,0.583333333,0,341.6,0.114350483,25,1746
bc8d2fab,1,37,29,1052.5,1940,165,0.083333333,0.131145897,608.1463415,0.113333295,41,1528
577ac0df,0,28,26,1330.25,3555,189,0.25,0.123166763,829.75,0.113333345,40,3000
5b7dbac6,0,36,16,2155.125,13550,160,2.75,0.06973096,364.0625,0.113333283,16,690
52b2767e,0,31,33,1468.5,3230,49,0.166666667,0.036363636,1086.551724,0.120247568,58,3205
852d5357,0,48,25,1293.4,2970,190,0.208333333,0,1242.692308,0.114350441,26,4334
55a1714b,0,29,25,3670,5340,2000,0.083333333,0.046457084,1086.551724,0.120247568,58,3205
9c12fb59,0,45,48,320,320,320,0.041666667,0,819.9300699,0.113902349,143,3158
1a431423,0,28,50,2270,2270,2270,0.041666667,0,640.0943396,0.116403826,53,1712
7f42fcec,0,52,92,3283.6375,19666.8,98,0.666666667,0.0024,1086.551724,0.120247568,58,3205
cecaf123,0,49,73,1403,2384,560,0.166666667,0,1086.551724,0.120247568,58,3205
af386335,0,50,25,2613.599474,12896.99,60,0.791666667,0.129456074,1002.307692,0.108974355,13,767
c253a3a2,0,33,124,2607.095238,11273.3,265.5,0.875,0.097860065,1340,0.10897436,33,2862
b47e07c0,0,46,87,2754.875,5650,234,0.333333333,0.025399129,1086.551724,0.120247568,58,3205
14f2bc32,0,50,58,2290,2290,2290,0.041666667,0,1242.692308,0.114350441,26,4334
c7890714,0,37,22,1342.666667,2058,750,0.136363636,0.01,1086.551724,0.120247568,58,3205
e485e445,0,40,89,340,480,280,0.208333333,0,341.6,0.114350483,25,1746
e28762ef,0,42,104,1503.442857,3679,325,0.291666667,0.067506401,589.8823529,0.116239291,17,603
5fdecb72,0,32,73,1069.555556,2970,300,0.375,0.001,819.9300699,0.113902349,143,3158
d810be8d,0,50,39,1171,1512,830,0.083333333,0,829.75,0.113333345,40,3000
78182785,0,39,84,2046.466667,4446,820,0.375,0.030214988,796.3636364,0.113332975,55,2347
0adbe386,0,36,46,555,555,555,0.041666667,0,589.8823529,0.116239291,17,603
dd0e0a27,0,53,58,1422.444444,3700,49,0.375,0.088041167,819.9300699,0.113902349,143,3158
5685e362,0,46,92,3451.333333,8964,110,0.125,0.226153846,1280.356164,0.114447958,73,562
e36ec7de,0,43,67,1705,2300,1110,0.083333333,0,1086.551724,0.120247568,58,3205
3852b980,0,33,75,5299,14068,672,0.208333333,0.047470031,1280.356164,0.114447958,73,562
285adf5f,0,45,79,1532.552381,6476.4,280,0.875,0.045025543,1086.551724,0.120247568,58,3205
eaf4f458,0,51,77,2448.5,2485,2412,0.083333333,0.061728395,1242.692308,0.114350441,26,4334
0ef55b9b,0,36,46,1488.2,3401,160,0.208333333,0,233.5111111,0.108005725,45,298
3bf99aae,0,33,151,770,770,770,0.041666667,0.280373832,640.0943396,0.116403826,53,1712
1d6aa4ef,0,43,94,887.9090909,1510,336,0.458333333,0.047607424,1086.551724,0.120247568,58,3205
ffe8ce60,0,30,41,2915.806667,6855,218,0.625,0.014161748,640.0943396,0.116403826,53,1712
4a9f6af2,0,28,40,2279,3439,1323,0.166666667,0.082708419,829.75,0.113333345,40,3000
ccea2f3e,0,39,75,2350,5060,550,0.125,0.071180556,1242.692308,0.114350441,26,4334
63220ccf,0,40,39,1960.6,6804,210,0.708333333,0.053655952,656.5,0.113333342,20,1047
8ba122e7,0,49,35,1400.702174,5932.4,29,1.916666667,0.014745428,1242.692308,0.114350441,26,4334
4f2bc2f5,0,36,48,2470.600541,7380,620,1.541666667,0.046264534,1242.692308,0.114350441,26,4334
d6a5ea84,0,30,56,386.5,473,300,0.083333333,0,608.1463415,0.113333295,41,1528
2ffe5f2c,0,56,80,1846.386667,6330,269,0.375,0.008080357,1280.356164,0.114447958,73,562
962ef1bf,0,35,21,1990,2880,1100,0.095238095,0.114285377,656.5,0.113333342,20,1047
f0401bf6,1,37,60,1990,3660,320,0.083333333,0,1340,0.10897436,33,2862
1922dc35,0,38,128,2750,2750,2750,0.041666667,0,1340,0.10897436,33,2862
aeff3623,0,54,110,2981.25,18000,20,0.333333333,0.09375,829.75,0.113333345,40,3000
7b301812,0,36,78,1562.803333,4500,250,1.25,0.073852508,640.0943396,0.116403826,53,1712
aed1664a,0,54,115,550,550,550,0.041666667,0,656.5,0.113333342,20,1047
2d68c7ce,0,54,8,1513.733333,5850,38,1.875,0.139556151,1340,0.10897436,33,2862
b677aa07,1,52,40,2107.5,5467,620,0.25,0.036079237,1242.692308,0.114350441,26,4334
652dafab,0,47,76,2342.5,4235,450,0.083333333,0,341.6,0.114350483,25,1746
e308ab83,0,34,38,1222.5,2480,450,0.166666667,0,1340,0.10897436,33,2862
926a9317,0,46,110,2906.1,5607,205.2,0.083333333,0.1,1340,0.10897436,33,2862
68f0bb24,0,43,71,580,580,580,0.041666667,0,589.8823529,0.116239291,17,603
22ee8b0b,0,35,57,600,600,600,0.041666667,0,1086.551724,0.120247568,58,3205
cf2cfb06,0,26,58,459.3333333,530,350,0.125,0,656.5,0.113333342,20,1047
7fe1999c,0,47,56,1582.909091,2755,260,0.458333333,0.046871777,829.75,0.113333345,40,3000
7a159c58,0,48,22,2305.222222,8613,270,0.409090909,0,1242.692308,0.114350441,26,4334
5052df80,0,44,26,3216.25,7289,300,0.333333333,0.076666667,1086.551724,0.120247568,58,3205
7251117f,1,28,46,1517,2988,300,0.291666667,0,640.0943396,0.116403826,53,1712
12d9e7b2,0,54,97,1536.625,2540,423,0.333333333,0,1086.551724,0.120247568,58,3205
b917313e,0,26,62,1105,1150,1060,0.083333333,0,819.9300699,0.113902349,143,3158
3d852739,0,40,22,4770,4770,4770,0.045454545,0.094876984,640.0943396,0.116403826,53,1712
2443236,0,38,62,1874.57,18050,88,0.833333333,0.042364128,364.0625,0.113333283,16,690
c541f9f1,0,36,46,5130,5130,5130,0.041666667,0.006410256,1086.551724,0.120247568,58,3205
4738a7dd,0,68,104,2628.192308,7515,84.5,0.541666667,0.126578425,2953.783784,0.113333334,37,550
41c2581b,0,31,66,3552.4,9280,370,0.625,0,640.0943396,0.116403826,53,1712
b5245e0a,0,45,60,2611.341333,10935,144,1.25,0.046944799,341.6,0.114350483,25,1746
f9f259d0,0,48,37,1121.033333,3665,215,0.5,0.001111111,1086.551724,0.120247568,58,3205
b807cf75,0,49,45,1210,1650,770,0.083333333,0,1086.551724,0.120247568,58,3205
9dfeb98d,0,42,94,1299.448,2536.24,504,0.208333333,0.026907055,733.15625,0.119145296,64,407
322978c7,0,32,25,1210,1210,1210,0.041666667,0.292397659,819.9300699,0.113902349,143,3158
61a157c1,0,41,21,4455,8900,500,0.238095238,0.106190476,2953.783784,0.113333334,37,550
1c2189e5,1,48,64,1830,1830,1830,0.041666667,0,1242.692308,0.114350441,26,4334
c0a0c3f5,0,23,21,3720,7347,85,0.285714286,0.008354219,1002.307692,0.108974355,13,767
0a8da60e,0,51,86,2382.125,10100,128,0.333333333,0.08041958,2953.783784,0.113333334,37,550
c6025706,0,29,23,1150,1150,1150,0.043478261,0,1086.551724,0.120247568,58,3205
f661eb78,0,34,45,1940,1940,1940,0.041666667,0.204917315,1340,0.10897436,33,2862
4a2f5ca7,0,41,61,3106.631579,8750,30,0.791666667,0.050350363,1340,0.10897436,33,2862
a409894c,0,40,83,906.5,2480,82,0.625,0.043376068,796.3636364,0.113332975,55,2347
bc3e4090,0,30,70,2132.5,2280,1985,0.083333333,0.048187688,364.0625,0.113333283,16,690
b7cf225f,0,42,50,3940.636364,9297,475,0.458333333,0.071052632,1242.692308,0.114350441,26,4334
fb4d100e,0,46,79,2987.555556,5236,1675,0.375,0.007708912,819.9300699,0.113902349,143,3158
f3978d89,0,49,149,3000.666667,4330,460,0.125,0.158283021,1340,0.10897436,33,2862
244dd5dd,0,37,83,2372.4375,5600,972,0.333333333,0.01875,1002.307692,0.108974355,13,767
bc6665d7,0,44,83,500,730,350,0.166666667,0.142,364.0625,0.113333283,16,690
2117909f,0,46,82,2446.666667,5110,825,0.25,0.021978022,1242.692308,0.114350441,26,4334
d2f48423,0,54,91,2828.925,3806.1,1377,0.166666667,0.098934911,640.0943396,0.116403826,53,1712
b3e3a447,0,50,21,5283.333333,7792,2808,0.142857143,0.017503218,819.9300699,0.113902349,143,3158
be8f8a56,0,42,55,3460.769565,11229,490,0.958333333,0.067528745,796.3636364,0.113332975,55,2347
1de91810,0,45,80,3408.818182,10782,105,0.458333333,0.125196054,1340,0.10897436,33,2862
4357f58a,0,42,7,3562.3,15657.3,5,1.142857143,0.173059295,233.5111111,0.108005725,45,298
0a24211d,1,45,61,1749.610303,5400,129,1.375,0.005814071,1086.551724,0.120247568,58,3205
2648c5a0,1,36,21,3772.333333,7930,1259,0.142857143,0.096395956,819.9300699,0.113902349,143,3158
d6b8cf72,1,52,50,925,1980,60,0.166666667,0.234040832,341.6,0.114350483,25,1746
13d90c5b,0,42,29,1275,1275,1275,0.041666667,0.072722043,608.1463415,0.113333295,41,1528
e892acf5,0,46,56,866.6666667,1150,725,0.125,0,608.1463415,0.113333295,41,1528
a74f2ce2,0,40,47,598.3333333,725,350,0.125,0,1002.307692,0.108974355,13,767
9472ace3,0,21,24,799.3333333,1466,410,0.125,0.112068041,341.6,0.114350483,25,1746
f8cd7431,0,46,56,7392.6,18207,954,0.208333333,0.1,1242.692308,0.114350441,26,4334
1e8ad3b6,0,23,50,770,800,740,0.083333333,0,1242.692308,0.114350441,26,4334
d59a5c3a,0,36,68,1945.388889,6826.5,275,0.375,0.066666667,1086.551724,0.120247568,58,3205
d9567edd,0,31,14,1375.6,6388,240,1.071428571,0.042426291,608.1463415,0.113333295,41,1528
f3e33e44,0,50,24,1869.333333,2843,1115,0.125,0.020576132,2953.783784,0.113333334,37,550
dd243f5d,0,60,47,1496.75,5660,69,0.333333333,0,1242.692308,0.114350441,26,4334
73c09f80,0,30,117,685,850,520,0.083333333,0,829.75,0.113333345,40,3000
1a35b654,0,29,20,3663.8,6282,1800,0.25,0.043281961,1340,0.10897436,33,2862
56246e5d,0,51,14,2263.6,2910,1422,0.357142857,0,1340,0.10897436,33,2862
c3094b9d,0,35,80,1747.333333,7092,573,0.375,0,341.6,0.114350483,25,1746
548fb853,0,50,18,1150,1150,1150,0.055555556,0.303030303,1280.356164,0.114447958,73,562
3.9906E+29,0,45,61,1640,1640,1640,0.041666667,0,1086.551724,0.120247568,58,3205
b702f6fe,0,51,29,5130,5130,5130,0.041666667,0,1086.551724,0.120247568,58,3205
515962ac,0,40,92,1465.977419,6779.7,25,1.291666667,0.052154098,589.8823529,0.116239291,17,603
2d11d754,0,37,106,1320.714286,2522,359,0.291666667,0.047280632,1340,0.10897436,33,2862
b5c3616f,0,31,80,1760.571429,4470,193.5,0.291666667,0.092967995,608.1463415,0.113333295,41,1528
6be71427,0,51,108,802.1090909,2050,88,0.458333333,0.06551239,1086.551724,0.120247568,58,3205
1f9fa90d,0,40,60,2288.75,4930,1010,0.166666667,0.038776166,1242.692308,0.114350441,26,4334
4f029c21,0,40,28,3873.75,11205,370,0.166666667,0.058479532,1280.356164,0.114447958,73,562
6540f61a,1,40,60,683.3333333,920,260,0.125,0,640.0943396,0.116403826,53,1712
a143645f,0,37,25,2747.366667,11010,279,0.5,0.065878669,796.3636364,0.113332975,55,2347
4da07bf8,0,54,14,1872.722222,5660,269,1.928571429,0.05505401,1242.692308,0.114350441,26,4334
1456860a,0,29,92,2222.6,5980,180,0.208333333,0.05952381,608.1463415,0.113333295,41,1528
3f104fa9,0,37,25,2520.857143,4750,875,0.291666667,0.07732118,1340,0.10897436,33,2862
3732486a,0,40,47,2506.064286,6970,441,0.583333333,0.029032258,1086.551724,0.120247568,58,3205
6b063434,0,42,51,2042.488333,8927,66,1,0.111670024,1086.551724,0.120247568,58,3205
7789f591,0,45,28,1225.857143,2685,298,0.583333333,0.037932983,608.1463415,0.113333295,41,1528
ef982bf0,0,36,91,823.3333333,1100,500,0.125,0,2953.783784,0.113333334,37,550
11ee5a7d,0,35,14,4431.571429,16164,199,0.5,0.251419867,1280.356164,0.114447958,73,562
99dae924,0,42,59,1635.333333,1840,1378,0.125,0.064693242,233.5111111,0.108005725,45,298
7ee06309,0,42,78,4420,4420,4420,0.041666667,0.087165967,1086.551724,0.120247568,58,3205
bd7f821f,0,51,25,2666.916667,10390,110,0.5,0.016977929,1242.692308,0.114350441,26,4334
5fab8e4d,0,47,91,6558.333333,11575,900,0.125,0.039703469,1242.692308,0.114350441,26,4334
5aad9202,0,42,111,1485,1485,1485,0.041666667,0,608.1463415,0.113333295,41,1528
a99bbc10,0,27,14,640,640,640,0.071428571,0,1242.692308,0.114350441,26,4334
1.6E+189,0,45,70,3024.5,4230,1500,0.166666667,0.048662071,1086.551724,0.120247568,58,3205
4b5c993c,0,50,50,2050.315789,6029,36,0.791666667,0.078777305,341.6,0.114350483,25,1746
a378c83c,0,32,14,1094.5,2298,255,0.428571429,0.012307692,1242.692308,0.114350441,26,4334
59065b33,0,47,33,1064.396,3088.96,230,0.416666667,0.023970588,589.8823529,0.116239291,17,603
a799cfd3,0,40,109,2970,2970,2970,0.041666667,0,819.9300699,0.113902349,143,3158
a92ff7f9,0,46,14,1636.625,3250,395,0.571428571,0,1242.692308,0.114350441,26,4334
6363f762,0,44,37,2321.6,4119,40,0.416666667,0.102723319,608.1463415,0.113333295,41,1528
a3a503c3,0,46,14,1209.466667,4896,290,1.071428571,0.034456929,733.15625,0.119145296,64,407
e2371a49,0,53,32,446.5,480,413,0.083333333,0,1242.692308,0.114350441,26,4334
445e98be,0,49,83,2134.666667,9243,120,0.25,0.044642857,364.0625,0.113333283,16,690
07c18ec7,0,41,36,4970.958621,23716,15.2,1.208333333,0.080005282,796.3636364,0.113332975,55,2347
92c9b25c,0,37,81,1751,2394,1260,0.166666667,0.028571429,640.0943396,0.116403826,53,1712
71bf1d46,0,31,86,620,620,620,0.041666667,0,829.75,0.113333345,40,3000
bccc052a,0,49,106,438,438,438,0.041666667,0.313479624,733.15625,0.119145296,64,407
38d80728,0,51,20,770.96,2332.8,32,0.25,0.288749667,341.6,0.114350483,25,1746
108a64b8,0,42,18,4044,16465,420,0.388888889,0,1242.692308,0.114350441,26,4334
914e22f8,0,46,29,4103.28,5400,2835.9,0.208333333,0.094736842,1086.551724,0.120247568,58,3205
c9721263,0,29,40,1556.031579,9500,80,0.791666667,0.028630544,608.1463415,0.113333295,41,1528
ab8e804d,0,31,47,1685,1685,1685,0.041666667,0.070175439,1242.692308,0.114350441,26,4334
cdb89506,0,63,14,1762.214286,4390,322,1,0.012312238,1280.356164,0.114447958,73,562
d365b011,0,33,61,1532,3500,362,0.25,0.071500504,1340,0.10897436,33,2862
ef9e0e06,1,56,14,1733.333333,6048,18,1.5,0.079242728,796.3636364,0.113332975,55,2347
b498211b,0,30,41,1985.745455,6680,270,0.458333333,0.02484472,608.1463415,0.113333295,41,1528
